headline,clickbait
فيديو  مساعي لتصنيف المخازن الجماعية  إيكودار  ضمن التراث العالمي لليونسكو,1
كيف أساعد ابني عند تكرار السنة الدراسية، وهل ينبغي أن أراجع معه الدروس خلال العطلة الصيفية؟,0
فيديو  ملتقى بالبيضاء لتوجيه الطلبة لسوق الشغل,1
فرنسا   افتتاح مكاتب التصويت برسم انتخابات الجهات والمقاطعات,1
إليكم جديد الفن والفنانين لهذا الأسبوع   في  أخبار المشاهير ,0
العدول يدعون إلى مراجعة الإطار القانوني لمهنتهم,1
فيديو  مياه الاستحمام بالشواطى المغربية ومطابقة معايير الجودة,1
 فرح  وثائقي مصري عن الزواج والضغوطات الاجتماعية والثقافية في  قصص إنسانية  مساء الأحد,1
فيديو  مرحبا    ميناء طنجة المتوسط يستقبل أول باخرة قادمة من مارسيليا,1
فيديو  مطار الرباط سلا يحصل على شهادة المصادقة الصحية والجودة,1
حركات لتنشيط الدورة الدموية للوجه للتخلص من التجاعيد في  صباحيات   فيديو,0
فيديو   عودة مغاربة المهجر  مطار مراكش المنارة يشهد حركية غير مسبوقة,1
فيديو  مرشدون سياحيون بمراكش ينظمون زيارات مجانية للسياح إلى أبرز معالم المدينة,1
إبراهيموفيتش يخضع لجراحة ناجحة في الركبة,1
فيديو  الفنانة المغربية فاتي جمالي ضيفة ركن الظهيرة,1
الشامي  النموذج التنموي الجديد إطار مرجعي لتحقيق التنمية وفق اختيارات استراتيجية,1
تدشين أول استوديو لإنتاج مضامين بيداغوجية رقمية بالجامعات العمومية,1
وزارة بوشارب السياسة العامة لإعداد التراب الوطني تهدف لإرساء ثقافة جديدة لأجرأة النموذج التنموي الجديد,1
ألمانيا تفتح حدودها في وجه المسافرين من خارج الاتحاد الأوروبي شريطة تلقيهم لقاح  كوفيد ,1
فيديو  الدرامتورجيا في المسرح المغربي,1
تربية وطنية   الإعلان عن النتائج النهائية لانتخاب ممثلي الموظفين في اللجان الإدارية متساوية الأعضاء,1
فيديو  جولات سياحية مجانية بمراكش لفائدة أفراد الجالية,1
فيديو  رسو أول باخرة بميناء الناظور بني نصار تقل ازيد من راكب أغلبهم من مغاربة العالم,1
فيديو  مراسل القناة الثانية يبرز حصيلة مناورات الأسد الإفريقي لهذه السنة,1
النيابة العامة تدعو إلى استحضار قرينة البراءة واستثنائية الاعتقال الاحتياطي كمبدأين في قانون المسطرة الجنائية,1
كأس أوروبا  إسبانيا في موقف حرج بعد تعادل ثان امام بولندا,1
فيديو  رئيس مجلس السياحة بالداخلة يبرز أهمية الخط الجوي المباشر بين المدينة وباريس,1
الناظور  مفتش شرطة يضطر لاستعمال سلاحه الوظيفي لتوقيف شخص عرض أمن المواطنين وسلامة عناصر الشرطة لاعتداء خطير,1
بوريطة  جلالة الملك جعل من التضامن النشط للمغرب لفائدة البلدان الأقل نموا محورا رئيسيا في سياسته الإفريقية,1
أبطال أفريقيا   الوداد يسقط على ملعبه أمام كايزرشيفس,1
تشجيعا على السياحة  مقاطعة أكدال الرباط تطلق مسار  نزهتي  طبيعة وثقافة ,1
البطولة الاحترافية   الجيش الملكي ينتصر على مولودية وجدة يعزز مركزه الثالث,1
فيديو  ترقيم   مليون رأس من الأغنام والماعز استعدادا لعيد الأضحى,1
هذه لائحة الشواطئ المغربية التي لا تصلح للسباحة,0
الفنادق تعلن أنّ العروض التخفيضية سيستفيد منها مغاربة الداخل كذلك,1
 حالات إصابة بكورونا وسط صفوف فريق الفتح الرياضي,1
نداءات جديدة لأسر تبحث عن ذويها الذين اختفوا في ظروف غامضة,1
دوري أبطال إفريقيا  ذهاب نصف النهائي   الترجي ينهزم بميدانه أمام الأهلي,1
موقع  المغرب سيتسلم مليون جرعة  سينوفارم  نهاية هذا الأسبوع   وشحنة  استرازينيكا  الشهر المقبل,1
فيديو  إيمان   الجائحة كانت فرصة للتحرر من قيود الوظيفة وإطلاق مشروع خاص,1
فيديو  اختتام مناورات  الأسد الافريقي   بطانطان,1
الفنانة الشابة شيماء جاحظ تتحدث عن جديدها الفني خلال استضافتها في  صباحيات ,1
انتقالات    نادي برشلونة يتعاقد مع الهولندي ديباي لغاية ,1
يورو   المنتخب الألماني يقلب تأخره أمام البرتغال إلى فوز برباعية,1
ابراهيم رئيسي يفوز بالانتخابات الرئاسية الإيرانية في ظل مشاركة متدنية,1
فيديو  الجالية المغربية باسبانيا تخرح للاحتجاج بعد مقتل مغربي رميا بالرصاص على يد إسباني,1
وهبي يراسل بوريطة ولفتيت بخصوص طفلين عالقين بتركيا,1
فيديو  وصول أول رحلة جوية مباشرة من باريس إلى الداخلة,1
ديربي الكوبا أمريكا بين الأرجنتين والأوروغواي ينتهي لصالح أصدقاء ميسي,1
قبل نزاله مساء اليوم   الملاكم أنس المسعودي في حوار مع ,1
وصول أول سفينة قادمة من  سيت  الفرنسية إلى ميناء بني نصار الناظور على متنها أفراد الجالية المغربية,1
دوري أبطال إفريقيا  فائض الجماهير يؤجل انطلاق مباراة الترجي والاهلي,1
الكمون البلدي، تربية الماعز  وإنتاج الأجبان بإقليم الرحامنة مواضيع هذا الأسبوع في  خير لبلاد  زوال الأحد,1
عدد الملقحين بالجرعة الأولى وصل إلى  ملايين و ألف و شخصا,1
كورونا   تسجيل  إصابة جديدة و حالات وفاة خلال الـ  ساعة الماضية,1
هل يلتحق رحيمي ببانون في الأهلي المصري؟,0
فرنسا تسقط في فخ التعادل أمام هنغاريا بحضور أكثر من  ألف متفرج,1
كحل الجنوب الشرقي بين  الحار  و المسوس ,1
إفريقيا حصلت على نحو  مليون جرعة من اللقاح ضد  كوفيد ),1
الوداد الرياضي يصطدم مجددا بكايزر تشيفز في ذهاب نصف نهائي دوري أبطال إفريقيا,1
